label,review
0,提前两天预定的三人间，1号早上八点多到的，登记时被告知没有三人间了，让我们先把行礼寄存先转转去，问前台中午来能有房间吗？回答的模凌两可：到时来再说吧！因为这趟主要是带小孩出来玩，考虑该宾馆地处闹市离王府井书店又近，而且周围宾馆就这一家有三人间，放假只三天时间紧也没太计较，连洗漱也没法做就直接出去玩了，到下午三点多来，满以为房间应该没问题，大人小孩都累了，想好好歇歇，哪知被告知还是没有三人间，让换标间，标间就标间吧可要求加床时（小孩虽然只12岁但已171厘米70多公斤和成人一样），又回答说无床可加，爱人和她理论时，竟然说：只能是这样，我也没办法！态度比较蛮横。我给携程打电话说明情况，携程又让她接电话，结果也没改变什么，我要求携程在附近再联系一家宾馆，后来前台打电话叫来一个经理有五十多岁，其态度还好，说一定给我们解决，经过约二十分钟总算给我们加了一张床，可房间太小，加床后已无多少空间，唉！勉强住吧！其他方面确实不敢恭维，整个宾馆是一个好像原来的单位机关楼之类改造的，完全是一招待所，在一个破烂的巷子内，商务客人避免入住（有失身份），早餐差，刚装修完，走廊房间还有味道，我爱人小孩对装修气味比较敏感，开了一夜窗户睡的。第二天出于对爱人孩子的歉意，通过携程换到离此不到100米的北方佳苑，四星标间638元，简直一个天上一个地下，并坚定的想，以后再带家人出来千万不能再住非星级的了，一定要住三星以上的，宁愿加床或挤一挤！
1,每次去都是住这家酒店，决定环境很棒，服务也非常到位，性价比不错，而且经常会有意外惊喜的upgrade!
1,房间不错，下次有机会还会继续入住的。价格能再便宜写就更加ok了。
1,"房间隔音设备是个很大问题,据说酒店今年要装修,的确,不装修改善一下对不起""四星""以及镇江当地""最好酒店""的招牌;服务还是可以的.总觉得镇江当地的服务不会像上海这些地方因为见多了贵宾而显得骄横.很有亲和力房间洗漱用品是不够格的,太寒碜了.和经济型酒店的类似.用点类似""六神""一样的品牌不会增加多少成本;早餐/自助餐性价比不错.服务也尽心,看到苍蝇飞过,不应该.住的2522房间,大堂副理电话中问个人的总体感觉,理由是:以后可以改进.这点态度是值得称道的.给我留下了良好的印象.其实宾客就是如此.哪怕你不做改善,但语言上的""改善""也给了人""努力""的感觉.加油,很看好这个酒店!宾馆反馈2008年6月19日：尊敬的宾客，您好，真诚感谢您入住我店，并感谢您对我店服务上给予的认可。下半年饭店将进行装修改造，届时您提出的房间隔音效果差的问题将得到有效解决，洗漱用品差，饭店也正在考虑逐步更换。餐厅蝇虫问题饭店一直都在积极联系卫生防疫部门，对蝇虫进行消杀。最后再次感谢您光临我店，恭候您的下次光临。"
1,环境好，在公园内，300元的价格也不贵。用餐一般，还是出去吃，在聚福林吃了两餐，真好。
1,"前台客房服务态度好！早餐也很丰富，房价够干净。再接再厉！中国人的酒店就是无烟房间少，或者把烟灰缸放进抽屉就是无烟处理。我们这类75%不吸烟者需要再忍受25%烟鬼吗？希望中国办的宾馆向外企学习。请多设无烟楼层。谢谢。我原先定的房价没有无烟层楼了，我就得加付20%提升高级点的无烟层房间。Wearethe75%non-smokers,itisabouttimethattheHotelrespectustohavethefreedomoffreshair,BANtheSmokersintheCheck-inorCheck-outcounterplease.Thankyou.有或者很少房!梯不吸,是有一些吸者仍然有服!我是不抽的人,成二手的受害者!(中13人口中,民只有3.2.不到1/4!!!)看到的民,自好?."
0,酒店介绍和实际不符，达不到3星级标准，房间不紧张，还要求信用卡担保。到达现场后，客人不满意，最后选择宁可酒店扣除了房费，也选择了喀什的其他的酒店，那就是携程也未推荐的中西亚国际大酒店，价格和其相仿，但是其为四星标准。而且，携程与酒店的沟通做得不好，明明是酒店的介绍与实际有较大的偏差，而且价格比起当地旅行社的价格要高出30%，可是酒店方面还是扣除了我们订房的全部房费，我同样要考虑是否还继续使用携程作为我的选择。
1,非常宽大的房间，非常宽大的床，足有1.5米，非常宽大的卫生间，去云台山只有12公里，自驾车住中州宾馆是最好的了。
1,面对大海很舒服.周围环境也很不错.客房也就3.5星.早餐也实在没档次.
0,我们是6/23(一)入住的，我住5楼，房号忘了，我的评价极差1.当天我们是晚上10点checkin，前台服务人手不够，1个服务员，我前面排了两个要入住的客户，我足足等了15~20钟才办理入住手续。2.房间里居然没有附赠水，不过后来服务员有帮我们拿过来。3.最糟的是房间的清洁，床单、被单、抱枕，都有留下疑似「月经」或「精液」的东西，前者可以明显看到红色的区块，后者则是一块块不规则的区块，令我们觉得很恶心。4.唯一ok的是，请服务员来换床单与被单，手脚很快，态度亲切，其实当天已跟服务员抱怨过这个状况，并请服务员与酒店反应，服务员看到一块块的东西后也是一脸尴尬并满口抱歉。5.长城是4星酒店，我们希望能有4星以上的水准才对。宾馆反馈2008年8月11日：尊敬的宾客您好！感谢您选择入住本酒店，在您入住期间所遇到的情况，我们深表歉意，对您所反映的前台人手不足及客房卫生不尽人意的问题，酒店管理层非常重视，已要求相关部门合理调配前台员工工作时间，在客房卫生方面，我们也责令相关部门对布草的洗涤质量严格把关，并加强员工的工作责任心。最后，感谢您对酒店提出的宝贵意见，我们一定积极改善，以全新的面貌迎接您的再次光临。
1,角房太冷了，tnnd。角房太冷了，tnnd。角房太冷了，tnnd。
1,酒店的环境非常好，就在山脚下，离景点很近，也安静。但房间设施比较旧，地毯都变色了。除了这一点其他都很好！
